strain,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
1,196,237,208,68,276,87,236,316
1,196,237,208,68,276,87,255,203
1,196,237,208,68,276,87,255,308
1,196,237,208,68,276,87,255,316
1,196,237,208,68,276,175,224,203
1,196,237,208,68,276,175,224,308
1,196,237,208,68,276,175,224,316
1,196,237,208,68,276,175,236,203
1,196,237,208,68,276,175,236,308
1,196,237,208,68,276,175,236,316
1,196,237,208,68,276,175,255,203
1,196,237,208,68,276,175,255,308
1,196,237,208,68,276,175,255,316
1,196,237,208,68,276,245,224,203
1,196,237,208,68,276,245,224,308
1,196,237,208,68,276,245,224,316
1,196,237,208,68,276,245,236,203
1,196,237,208,68,276,245,236,308
1,196,237,208,68,276,245,236,316
1,196,237,208,68,276,245,255,203
1,196,237,208,68,276,245,255,308
1,196,237,208,68,276,245,255,316
1,196,237,208,68,297,87,224,203
1,196,237,208,68,297,87,224,308
1,196,237,208,68,297,87,224,316
1,196,237,208,68,297,87,236,203
1,196,237,208,68,297,87,236,308
1,196,237,208,68,297,87,236,316
1,196,237,208,68,297,87,255,203
1,196,237,208,68,297,87,255,308
1,196,237,208,68,297,87,255,316
1,196,237,208,68,297,175,224,203
1,196,237,208,68,297,175,224,308
1,196,237,208,68,297,175,224,316
1,196,237,208,68,297,175,236,203
1,196,237,208,68,297,175,236,308
1,196,237,208,68,297,175,236,316
1,196,237,208,68,297,175,255,203
1,196,237,208,68,297,175,255,308
1,196,237,208,68,297,175,255,316
1,196,237,208,68,297,245,224,203
1,196,237,208,68,297,245,224,308
1,196,237,208,68,297,245,224,316
1,196,237,208,68,297,245,236,203
1,196,237,208,68,297,245,236,308
1,196,237,208,68,297,245,236,316
1,196,237,208,68,297,245,255,203
1,196,237,208,68,297,245,255,308
1,196,237,208,68,297,245,255,316
1,196,237,208,190,275,87,224,203
1,196,237,208,190,275,87,224,308
1,196,237,208,190,275,87,224,316
1,196,237,208,190,275,87,236,203
1,196,237,208,190,275,87,236,308
1,196,237,208,190,275,87,236,316
1,196,237,208,190,275,87,255,203
1,196,237,208,190,275,87,255,308
1,196,237,208,190,275,87,255,316
1,196,237,208,190,275,175,224,203
1,196,237,208,190,275,175,224,308
1,196,237,208,190,275,175,224,316
1,196,237,208,190,275,175,236,203
1,196,237,208,190,275,175,236,308
1,196,237,208,190,275,175,236,316
1,196,237,208,190,275,175,255,203
1,196,237,208,190,275,175,255,308
1,196,237,208,190,275,175,255,316
1,196,237,208,190,275,245,224,203
1,196,237,208,190,275,245,224,308
1,196,237,208,190,275,245,224,316
1,196,237,208,190,275,245,236,203
1,196,237,208,190,275,245,236,308
1,196,237,208,190,275,245,236,316
1,196,237,208,190,275,245,255,203
1,196,237,208,190,275,245,255,308
1,196,237,208,190,275,245,255,316
1,196,237,208,190,276,87,224,203
1,196,237,208,190,276,87,224,308
1,196,237,208,190,276,87,224,316
1,196,237,208,190,276,87,236,203
1,196,237,208,190,276,87,236,308
1,196,237,208,190,276,87,236,316
1,196,237,208,190,276,87,255,203
1,196,237,208,190,276,87,255,308
1,196,237,208,190,276,87,255,316
1,196,237,208,190,276,175,224,203
1,196,237,208,190,276,175,224,308
1,196,237,208,190,276,175,224,316
1,196,237,208,190,276,175,236,203
1,196,237,208,190,276,175,236,308
1,196,237,208,190,276,175,236,316
1,196,237,208,190,276,175,255,203
1,196,237,208,190,276,175,255,308
1,196,237,208,190,276,175,255,316
1,196,237,208,190,276,245,224,203
1,196,237,208,190,276,245,224,308
1,196,237,208,190,276,245,224,316
1,196,237,208,190,276,245,236,203
1,196,237,208,190,276,245,236,308
1,196,237,208,190,276,245,236,316
1,196,237,208,190,276,245,255,203
1,196,237,208,190,276,245,255,308
1,196,237,208,190,276,245,255,316
1,196,237,208,190,297,87,224,203
1,196,237,208,190,297,87,224,308
1,196,237,208,190,297,87,224,316
1,196,237,208,190,297,87,236,203
1,196,237,208,190,297,87,236,308
1,196,237,208,190,297,87,236,316
1,196,237,208,190,297,87,255,203
1,196,237,208,190,297,87,255,308
1,196,237,208,190,297,87,255,316
1,196,237,208,190,297,175,224,203
1,196,237,208,190,297,175,224,308
1,196,237,208,190,297,175,224,316
1,196,237,208,190,297,175,236,203
1,196,237,208,190,297,175,236,308
1,196,237,208,190,297,175,236,316
1,196,237,208,190,297,175,255,203
1,196,237,208,190,297,175,255,308
1,196,237,208,190,297,175,255,316
1,196,237,208,190,297,245,224,203
1,196,237,208,190,297,245,224,308
1,196,237,208,190,297,245,224,316
1,196,237,208,190,297,245,236,203
1,196,237,208,190,297,245,236,308
1,196,237,208,190,297,245,236,316
1,196,237,208,190,297,245,255,203
1,196,237,208,190,297,245,255,308
1,196,237,208,190,297,245,255,316
1,196,237,208,242,275,87,224,203
1,196,237,208,242,275,87,224,308
1,196,237,208,242,275,87,224,316
1,196,237,208,242,275,87,236,203
1,196,237,208,242,275,87,236,308
1,196,237,208,242,275,87,236,316
1,196,237,208,242,275,87,255,203
1,196,237,208,242,275,87,255,308
1,196,237,208,242,275,87,255,316
1,196,237,208,242,275,175,224,203
1,196,237,208,242,275,175,224,308
1,196,237,208,242,275,175,224,316
1,196,237,208,242,275,175,236,203
1,196,237,208,242,275,175,236,308
1,196,237,208,242,275,175,236,316
1,196,237,208,242,275,175,255,203
1,196,237,208,242,275,175,255,308
1,196,237,208,242,275,175,255,316
1,196,237,208,242,275,245,224,203
1,196,237,208,242,275,245,224,308
1,196,237,208,242,275,245,224,316
1,196,237,208,242,275,245,236,203
1,196,237,208,242,275,245,236,308
1,196,237,208,242,275,245,236,316
1,196,237,208,242,275,245,255,203
1,196,237,208,242,275,245,255,308
1,196,237,208,242,275,245,255,316
1,196,237,208,242,276,87,224,203
1,196,237,208,242,276,87,224,308
1,196,237,208,242,276,87,224,316
1,196,237,208,242,276,87,236,203
1,196,237,208,242,276,87,236,308
1,196,237,208,242,276,87,236,316
1,196,237,208,242,276,87,255,203
1,196,237,208,242,276,87,255,308
1,196,237,208,242,276,87,255,316
1,196,237,208,242,276,175,224,203
1,196,237,208,242,276,175,224,308
1,196,237,208,242,276,175,224,316
1,196,237,208,242,276,175,236,203
1,196,237,208,242,276,175,236,308
1,196,237,208,242,276,175,236,316
1,196,237,208,242,276,175,255,203
1,196,237,208,242,276,175,255,308
1,196,237,208,242,276,175,255,316
1,196,237,208,242,276,245,224,203
1,196,237,208,242,276,245,224,308
1,196,237,208,242,276,245,224,316
1,196,237,208,242,276,245,236,203
1,196,237,208,242,276,245,236,308
1,196,237,208,242,276,245,236,316
1,196,237,208,242,276,245,255,203
1,196,237,208,242,276,245,255,308
1,196,237,208,242,276,245,255,316
1,196,237,208,242,297,87,224,203
1,196,237,208,242,297,87,224,308
1,196,237,208,242,297,87,224,316
1,196,237,208,242,297,87,236,203
1,196,237,208,242,297,87,236,308
1,196,237,208,242,297,87,236,316
1,196,237,208,242,297,87,255,203
1,196,237,208,242,297,87,255,308
1,196,237,208,242,297,87,255,316
1,196,237,208,242,297,175,224,203
1,196,237,208,242,297,175,224,308
1,196,237,208,242,297,175,224,316
1,196,237,208,242,297,175,236,203
1,196,237,208,242,297,175,236,308
1,196,237,208,242,297,175,236,316
1,196,237,208,242,297,175,255,203
1,196,237,208,242,297,175,255,308
1,196,237,208,242,297,175,255,316
1,196,237,208,242,297,245,224,203
1,196,237,208,242,297,245,224,308
1,196,237,208,242,297,245,224,316
1,196,237,208,242,297,245,236,203
1,196,237,208,242,297,245,236,308
1,196,237,208,242,297,245,236,316
1,196,237,208,242,297,245,255,203
1,196,237,208,242,297,245,255,308
1,196,237,208,242,297,245,255,316
1,196,237,251,64,286,84,317,203
7,197,188,62,224,135,176,156,108
1,198,20,94,65,147,138,299,160
2,198,20,94,66,146,87,171,81
11,198,20,94,66,147,225,299,81
2,198,20,94,66,147,225,299,160
1,198,20,206,66,147,225,299,160
3,198,20,208,57,266,157,272,286
4,198,39,23,136,208,67,255,306
1,198,39,23,136,208,149,231,218
1,198,39,208,114,280,87,255,311
1,198,39,208,136,208,67,255,203
1,198,39,251,190,278,87,255,311
1,198,39,251,190,278,87,284,255
2,198,39,251,190,278,87,284,311
1,198,39,251,190,278,245,284,311
1,198,39,261,68,274,245,255,311
1,198,39,261,188,200,69,255,167
1,198,39,261,190,278,87,255,311
1,198,39,261,242,273,163,255,218
1,198,39,261,242,278,175,255,311
1,198,39,261,242,280,175,255,255
1,198,57,149,136,208,84,255,189
1,198,57,196,190,279,84,224,218
1,198,57,196,190,279,84,255,218
1,198,57,228,57,208,157,224,31
1,198,57,254,190,279,84,224,218
1,198,57,254,190,279,84,255,218
1,198,81,102,114,183,245,255,202
1,198,81,149,87,183,216,255,31
1,198,88,27,87,17,68,19,313
1,198,88,141,87,286,68,19,167
18,198,88,141,87,286,68,19,203
1,198,88,141,87,286,87,19,203
1,198,88,141,227,286,87,255,306
1,198,88,227,136,280,84,224,307
1,198,88,275,227,286,87,255,306
1,198,102,142,40,103,122,128,167
3,198,102,142,40,276,133,128,167
1,198,102,142,190,276,87,128,163
1,198,103,228,114,265,245,133,218
1,198,103,251,136,286,67,255,189
1,198,103,251,190,286,87,133,211
1,198,103,275,190,286,87,255,203
1,198,110,181,190,231,87,133,316
1,198,110,228,190,231,87,133,316
2,198,110,275,57,278,128,228,189
6,198,116,27,190,286,87,209,193
1,198,116,149,68,274,245,255,311
1,198,116,195,87,276,122,224,203
1,198,116,195,87,276,122,255,203
1,198,116,195,87,276,183,224,203
1,198,116,195,87,276,183,255,203
1,198,116,195,87,286,122,224,203
1,198,116,195,87,286,122,255,203
1,198,116,195,87,286,183,224,203
1,198,116,195,87,286,183,255,203
1,198,116,195,190,276,122,224,203
1,198,116,195,190,276,122,255,203
1,198,116,195,190,276,183,224,203
1,198,116,195,190,276,183,255,203
1,198,116,195,190,286,122,224,203
1,198,116,195,190,286,122,255,203
1,198,116,195,190,286,183,224,203
1,198,116,195,190,286,183,255,203
1,198,116,196,114,286,133,255,189
1,198,116,207,57,280,84,255,31
1,198,116,208,87,276,122,224,203
1,198,116,208,87,276,122,255,203
1,198,116,208,87,276,183,224,203
1,198,116,208,87,276,183,255,203
1,198,116,208,87,286,122,224,203
1,198,116,208,87,286,122,255,203
1,198,116,208,87,286,183,224,203
1,198,116,208,87,286,183,255,203
1,198,116,208,114,275,245,245,218
1,198,116,208,190,276,122,224,203
1,198,116,208,190,276,122,255,203
1,198,116,208,190,276,183,224,203
1,198,116,208,190,276,183,255,203
2,198,116,208,190,286,122,224,203
1,198,116,208,190,286,122,255,203
1,198,116,208,190,286,183,224,203
1,198,116,208,190,286,183,255,203
1,198,116,208,242,286,175,223,203
1,198,116,208,242,297,175,317,203
4,198,116,227,190,276,87,255,167
6,198,116,227,190,286,87,209,203
2,198,116,227,190,286,87,255,203
1,198,116,228,40,286,245,236,306
1,198,116,251,87,286,69,255,311
1,198,116,251,93,286,163,236,305
1,198,116,251,136,286,69,255,311
2,198,116,251,190,286,87,133,211
1,198,116,254,114,265,245,199,218
3,198,116,254,188,187,84,285,218
1,198,116,254,190,208,147,254,308
1,198,116,261,114,286,175,255,203
1,198,116,261,114,286,175,255,311
1,198,116,261,242,278,175,255,203
1,198,116,275,114,286,245,255,218
7,198,116,275,190,286,87,255,211
15,198,116,277,136,273,67,68,31
1,198,117,6,50,183,67,255,31
1,198,117,6,50,183,67,255,167
1,198,117,6,50,183,67,255,203
1,198,117,6,50,183,122,255,31
1,198,117,6,50,183,122,255,167
1,198,117,6,50,183,122,255,203
1,198,117,6,50,273,67,255,31
1,198,117,6,50,273,67,255,167
1,198,117,6,50,273,67,255,203
1,198,117,6,50,273,122,255,31
1,198,117,6,50,273,122,255,167
1,198,117,6,50,273,122,255,203
1,198,117,6,114,183,67,255,31
1,198,117,6,114,183,67,255,167
1,198,117,6,114,183,67,255,203
1,198,117,6,114,183,87,255,167
1,198,117,6,114,183,122,255,31
1,198,117,6,114,183,122,255,167
1,198,117,6,114,183,122,255,203
1,198,117,6,114,273,67,255,31
1,198,117,6,114,273,67,255,167
1,198,117,6,114,273,67,255,203
1,198,117,6,114,273,122,255,31
1,198,117,6,114,273,122,255,167
1,198,117,6,114,273,122,255,203
1,198,117,6,231,183,67,255,31
1,198,117,6,231,183,67,255,167
1,198,117,6,231,183,67,255,203
1,198,117,6,231,183,122,255,31
1,198,117,6,231,183,122,255,167
1,198,117,6,231,183,122,255,203
1,198,117,6,231,273,67,255,31
1,198,117,6,231,273,67,255,167
1,198,117,6,231,273,67,255,203
1,198,117,6,231,273,122,255,31
1,198,117,6,231,273,122,255,167
1,198,117,6,231,273,122,255,203
1,198,117,23,68,9,245,255,203
1,198,117,23,68,274,245,255,203
1,198,117,50,50,273,122,255,203
1,198,117,50,87,286,68,255,31
1,198,117,50,136,273,84,255,167
2,198,117,94,66,146,87,171,81
1,198,117,94,66,147,87,171,81
1,198,117,94,66,266,87,299,81
1,198,117,102,50,183,67,255,31
1,198,117,102,50,183,67,255,167
1,198,117,102,50,183,67,255,203
1,198,117,102,50,183,122,255,31
1,198,117,102,50,183,122,255,167
1,198,117,102,50,183,122,255,203
1,198,117,102,50,273,67,255,31
1,198,117,102,50,273,67,255,167
2,198,117,102,50,273,67,255,203
1,198,117,102,50,273,122,255,31
1,198,117,102,50,273,122,255,167
1,198,117,102,50,273,122,255,203
1,198,117,102,64,273,67,255,311
1,198,117,102,68,273,245,255,306
1,198,117,102,92,183,146,255,306
1,198,117,102,92,200,133,255,316
1,198,117,102,114,183,67,255,31
1,198,117,102,114,183,67,255,167
1,198,117,102,114,183,67,255,203
1,198,117,102,114,183,122,255,31
1,198,117,102,114,183,122,255,167
1,198,117,102,114,183,122,255,203
1,198,117,102,114,273,67,255,31
1,198,117,102,114,273,67,255,167
1,198,117,102,114,273,67,255,203
1,198,117,102,114,273,122,255,31
1,198,117,102,114,273,122,255,167
1,198,117,102,114,273,122,255,203
1,198,117,102,114,275,245,224,306
2,198,117,102,114,286,245,255,31
5,198,117,102,136,183,67,255,31
1,198,117,102,136,286,84,255,167
1,198,117,102,136,297,67,255,203
1,198,117,102,231,183,67,255,31
1,198,117,102,231,183,67,255,167
1,198,117,102,231,183,67,255,203
1,198,117,102,231,183,122,255,31
1,198,117,102,231,183,122,255,167
1,198,117,102,231,183,122,255,203
1,198,117,102,231,273,67,255,31
1,198,117,102,231,273,67,255,167
1,198,117,102,231,273,67,255,203
1,198,117,102,231,273,122,255,31
1,198,117,102,231,273,122,255,167
1,198,117,102,231,273,122,255,203
1,198,117,137,57,292,157,255,203
2,198,117,195,40,208,69,224,286
1,198,117,195,40,266,67,284,286
1,198,117,195,40,266,69,255,286
2,198,117,195,40,266,133,255,286
1,198,117,195,40,266,133,272,218
5,198,117,195,40,266,133,284,286
1,198,117,195,57,266,67,284,286
1,198,117,195,64,286,67,224,31
1,198,117,195,114,183,67,272,286
4,198,117,195,114,266,245,272,286
1,198,117,207,40,275,133,224,31
1,198,117,207,66,266,163,272,286
2,198,117,207,136,208,163,255,218
1,198,117,207,136,274,245,255,218
1,198,117,207,227,279,87,255,167
1,198,117,208,40,275,163,179,306
1,198,117,208,40,292,147,179,202
1,198,117,208,40,292,147,179,306
1,198,117,208,40,292,163,179,202
11,198,117,208,40,292,163,179,306
1,198,117,208,57,187,157,255,305
1,198,117,208,57,187,163,255,305
1,198,117,208,57,208,157,255,305
1,198,117,208,57,208,163,255,305
1,198,117,208,57,266,157,272,286
1,198,117,208,93,187,157,255,305
1,198,117,208,93,187,163,255,305
1,198,117,208,93,208,157,255,305
1,198,117,208,93,208,163,255,305
1,198,117,208,136,208,67,255,167
1,198,117,208,136,208,146,255,306
1,198,117,208,136,266,69,171,167
1,198,117,208,190,208,147,236,306
1,198,117,208,190,208,147,255,306
1,198,117,223,66,146,87,171,81
1,198,117,228,40,292,147,179,202
1,198,117,228,40,292,147,179,306
1,198,117,228,40,292,163,179,202
1,198,117,228,40,292,163,179,306
1,198,117,228,57,208,67,199,31
1,198,117,228,57,266,69,272,286
1,198,117,228,114,208,67,255,305
1,198,117,228,114,266,67,272,286
2,198,117,228,114,273,216,199,218
1,198,117,228,188,208,68,255,308
4,198,117,261,131,280,129,199,218
1,198,117,261,131,280,163,199,218
1,198,117,275,87,302,69,255,203
1,198,117,275,131,187,245,255,31
3,198,118,6,87,279,69,284,31
1,198,118,23,242,276,175,255,203
1,198,118,26,94,276,175,223,203
1,198,118,26,94,276,245,223,203
1,198,118,27,50,276,87,224,31
1,198,118,27,50,276,87,224,203
1,198,118,27,50,276,87,255,31
1,198,118,27,50,276,87,255,203
1,198,118,27,50,276,122,224,31
1,198,118,27,50,276,122,224,203
1,198,118,27,50,276,122,255,31
1,198,118,27,50,276,122,255,203
1,198,118,27,50,276,183,224,31
1,198,118,27,50,276,183,224,203
1,198,118,27,50,276,183,255,31
1,198,118,27,50,276,183,255,203
1,198,118,27,50,286,87,224,31
1,198,118,27,50,286,87,224,203
1,198,118,27,50,286,87,255,31
1,198,118,27,50,286,87,255,203
1,198,118,27,50,286,122,224,31
1,198,118,27,50,286,122,224,203
1,198,118,27,50,286,122,255,31
1,198,118,27,50,286,122,255,203
1,198,118,27,50,286,183,224,31
1,198,118,27,50,286,183,224,203
1,198,118,27,50,286,183,255,31
1,198,118,27,50,286,183,255,203
1,198,118,27,64,278,67,255,203
1,198,118,27,64,278,133,255,203
1,198,118,27,66,297,23,275,250
1,198,118,27,66,297,183,275,250
2,198,118,27,87,17,68,19,203
1,198,118,27,87,17,68,19,306
1,198,118,27,87,17,68,19,313
1,198,118,27,87,17,68,255,203
1,198,118,27,87,17,68,255,313
1,198,118,27,87,17,87,19,203
1,198,118,27,87,17,87,19,306
1,198,118,27,87,17,163,19,203
1,198,118,27,87,17,163,19,313
1,198,118,27,87,17,163,255,203
1,198,118,27,87,17,163,255,313
1,198,118,27,87,208,87,255,306
1,198,118,27,87,208,183,128,167
1,198,118,27,87,265,183,255,218
1,198,118,27,87,276,87,224,31
1,198,118,27,87,276,87,224,203
1,198,118,27,87,276,87,255,31
1,198,118,27,87,276,87,255,203
1,198,118,27,87,276,122,224,31
1,198,118,27,87,276,122,224,203
1,198,118,27,87,276,122,255,31
1,198,118,27,87,276,122,255,203
1,198,118,27,87,276,183,224,31
1,198,118,27,87,276,183,224,203
1,198,118,27,87,276,183,255,31
1,198,118,27,87,276,183,255,203
1,198,118,27,87,276,183,275,203
31,198,118,27,87,280,68,19,203
1,198,118,27,87,280,68,19,313
1,198,118,27,87,280,68,224,203
1,198,118,27,87,280,68,255,203
1,198,118,27,87,280,68,255,313
7,198,118,27,87,280,68,308,203
1,198,118,27,87,280,133,224,203
1,198,118,27,87,280,163,19,203
1,198,118,27,87,280,163,19,313
1,198,118,27,87,280,163,255,203
1,198,118,27,87,280,163,255,313
1,198,118,27,87,286,68,19,203
1,198,118,27,87,286,68,255,203
1,198,118,27,87,286,87,19,203
1,198,118,27,87,286,87,224,31
1,198,118,27,87,286,87,224,203
1,198,118,27,87,286,87,255,31
1,198,118,27,87,286,87,255,203
1,198,118,27,87,286,122,224,31
1,198,118,27,87,286,122,224,203
1,198,118,27,87,286,122,255,31
1,198,118,27,87,286,122,255,203
1,198,118,27,87,286,183,224,31
1,198,118,27,87,286,183,224,203
2,198,118,27,87,286,183,255,31
1,198,118,27,87,286,183,255,203
1,198,118,27,87,286,183,275,203
5,198,118,27,87,286,183,275,250
2,198,118,27,87,286,183,275,306
1,198,118,27,87,297,23,275,250
54,198,118,27,87,297,183,275,250
1,198,118,27,93,17,68,255,203
1,198,118,27,93,17,68,255,313
1,198,118,27,93,17,163,255,203
1,198,118,27,93,17,163,255,313
1,198,118,27,93,280,68,255,203
1,198,118,27,93,280,68,255,313
1,198,118,27,93,280,163,255,203
1,198,118,27,93,280,163,255,313
1,198,118,27,190,276,87,224,31
1,198,118,27,190,276,87,224,203
1,198,118,27,190,276,87,255,31
1,198,118,27,190,276,87,255,203
1,198,118,27,190,276,122,224,31
1,198,118,27,190,276,122,224,203
1,198,118,27,190,276,122,255,31
1,198,118,27,190,276,122,255,203
1,198,118,27,190,276,183,223,203
1,198,118,27,190,276,183,224,31
1,198,118,27,190,276,183,224,203
1,198,118,27,190,276,183,255,31
1,198,118,27,190,276,183,255,203
1,198,118,27,190,286,87,224,31
1,198,118,27,190,286,87,224,203
1,198,118,27,190,286,87,255,31
1,198,118,27,190,286,87,255,203
1,198,118,27,190,286,122,224,31
1,198,118,27,190,286,122,224,203
1,198,118,27,190,286,122,255,31
1,198,118,27,190,286,122,255,203
1,198,118,27,190,286,183,224,31
1,198,118,27,190,286,183,224,203
1,198,118,27,190,286,183,255,31
1,198,118,27,190,286,183,255,203
1,198,118,27,242,265,183,255,203
1,198,118,27,242,275,175,255,203
1,198,118,50,188,279,245,255,311
1,198,118,50,190,273,67,224,167
1,198,118,50,190,286,87,255,308
1,198,118,102,57,79,157,231,31
1,198,118,102,92,208,133,255,302
3,198,118,102,114,286,245,255,167
1,198,118,102,136,9,67,255,306
1,198,118,102,136,273,87,255,167
2,198,118,102,188,208,216,199,306
1,198,118,102,188,208,216,255,167
1,198,118,102,190,79,87,224,218
1,198,118,102,190,183,87,255,31
1,198,118,102,190,187,216,284,31
1,198,118,102,190,279,147,255,306
1,198,118,137,40,279,133,255,203
1,198,118,141,68,276,245,255,203
2,198,118,141,87,17,68,19,203
1,198,118,141,87,17,68,19,313
1,198,118,141,87,17,163,19,203
1,198,118,141,87,17,163,19,313
1,198,118,141,87,280,68,19,203
1,198,118,141,87,280,68,19,313
1,198,118,141,87,280,68,255,218
1,198,118,141,87,280,163,19,203
1,198,118,141,87,280,163,19,313
2,198,118,142,40,103,133,128,167
1,198,118,142,87,103,183,128,203
2,198,118,142,190,103,87,128,163
1,198,118,142,190,103,87,128,167
1,198,118,142,190,103,87,128,203
2,198,118,142,190,276,87,223,203
2,198,118,142,190,276,133,128,167
2,198,118,149,242,278,175,255,306
1,198,118,181,136,286,67,224,311
7,198,118,195,40,103,133,223,203
1,198,118,195,50,276,87,224,31
1,198,118,195,50,276,87,224,203
1,198,118,195,50,276,87,255,31
1,198,118,195,50,276,87,255,203
1,198,118,195,50,276,122,224,31
1,198,118,195,50,276,122,224,203
1,198,118,195,50,276,122,255,31
1,198,118,195,50,276,122,255,203
1,198,118,195,50,276,183,224,31
1,198,118,195,50,276,183,224,203
1,198,118,195,50,276,183,255,31
1,198,118,195,50,276,183,255,203
1,198,118,195,50,286,87,224,31
1,198,118,195,50,286,87,224,203
1,198,118,195,50,286,87,255,31
1,198,118,195,50,286,87,255,203
1,198,118,195,50,286,122,224,31
1,198,118,195,50,286,122,224,203
1,198,118,195,50,286,122,255,31
1,198,118,195,50,286,122,255,203
1,198,118,195,50,286,183,224,31
1,198,118,195,50,286,183,224,203
1,198,118,195,50,286,183,255,31
1,198,118,195,50,286,183,255,203
1,198,118,195,59,278,184,275,305
1,198,118,195,68,286,69,255,203
2,198,118,195,87,265,183,224,308
1,198,118,195,87,276,69,236,203
1,198,118,195,87,276,87,223,203
1,198,118,195,87,276,87,224,31
1,198,118,195,87,276,87,224,203
1,198,118,195,87,276,87,255,31
1,198,118,195,87,276,87,255,203
1,198,118,195,87,276,122,224,31
2,198,118,195,87,276,122,224,203
1,198,118,195,87,276,122,255,31
2,198,118,195,87,276,122,255,203
2,198,118,195,87,276,183,223,203
1,198,118,195,87,276,183,224,31
2,198,118,195,87,276,183,224,203
1,198,118,195,87,276,183,255,31
2,198,118,195,87,276,183,255,203
2,198,118,195,87,286,69,236,203
1,198,118,195,87,286,87,224,31
1,198,118,195,87,286,87,224,203
1,198,118,195,87,286,87,255,31
1,198,118,195,87,286,87,255,203
1,198,118,195,87,286,122,224,31
2,198,118,195,87,286,122,224,203
1,198,118,195,87,286,122,255,31
2,198,118,195,87,286,122,255,203
1,198,118,195,87,286,183,224,31
2,198,118,195,87,286,183,224,203
1,198,118,195,87,286,183,255,31
2,198,118,195,87,286,183,255,203
1,198,118,195,87,297,183,255,306
1,198,118,195,87,297,183,275,250
1,198,118,195,94,276,175,223,203
1,198,118,195,94,276,245,223,203
1,198,118,195,136,278,67,255,211
1,198,118,195,190,103,87,128,203
1,198,118,195,190,276,87,223,163
33,198,118,195,190,276,87,223,203
1,198,118,195,190,276,87,224,31
1,198,118,195,190,276,87,224,203
1,198,118,195,190,276,87,255,31
1,198,118,195,190,276,87,255,203
1,198,118,195,190,276,122,224,31
2,198,118,195,190,276,122,224,203
1,198,118,195,190,276,122,255,31
2,198,118,195,190,276,122,255,203
1,198,118,195,190,276,183,224,31
2,198,118,195,190,276,183,224,203
1,198,118,195,190,276,183,255,31
2,198,118,195,190,276,183,255,203
1,198,118,195,190,286,69,224,316
1,198,118,195,190,286,87,224,31
1,198,118,195,190,286,87,224,203
1,198,118,195,190,286,87,255,31
1,198,118,195,190,286,87,255,203
1,198,118,195,190,286,122,224,31
2,198,118,195,190,286,122,224,203
1,198,118,195,190,286,122,255,31
2,198,118,195,190,286,122,255,203
1,198,118,195,190,286,183,224,31
2,198,118,195,190,286,183,224,203
1,198,118,195,190,286,183,255,31
2,198,118,195,190,286,183,255,203
1,198,118,195,242,286,175,224,203
1,198,118,196,40,275,67,255,316
1,198,118,196,40,279,133,255,203
1,198,118,196,57,278,157,236,218
3,198,118,196,136,286,84,224,306
1,198,118,196,190,273,87,224,31
1,198,118,196,190,293,87,255,308
1,198,118,196,190,297,87,255,203
1,198,118,207,93,208,133,224,218
1,198,118,207,93,208,245,224,218
1,198,118,207,188,293,87,255,203
2,198,118,207,188,293,87,255,218
1,198,118,207,188,293,216,255,203
2,198,118,207,188,293,216,255,218
2,198,118,207,190,208,69,255,31
2,198,118,207,190,279,147,255,306
1,198,118,208,40,265,163,255,311
1,198,118,208,50,276,87,224,31
1,198,118,208,50,276,87,224,203
1,198,118,208,50,276,87,255,31
1,198,118,208,50,276,87,255,203
1,198,118,208,50,276,122,224,31
1,198,118,208,50,276,122,224,203
1,198,118,208,50,276,122,255,31
1,198,118,208,50,276,122,255,203
1,198,118,208,50,276,183,224,31
1,198,118,208,50,276,183,224,203
1,198,118,208,50,276,183,255,31
1,198,118,208,50,276,183,255,203
1,198,118,208,50,286,87,224,31
1,198,118,208,50,286,87,224,203
1,198,118,208,50,286,87,255,31
1,198,118,208,50,286,87,255,203
1,198,118,208,50,286,122,224,31
1,198,118,208,50,286,122,224,203
1,198,118,208,50,286,122,255,31
1,198,118,208,50,286,122,255,203
1,198,118,208,50,286,183,224,31
1,198,118,208,50,286,183,224,203
1,198,118,208,50,286,183,255,31
1,198,118,208,50,286,183,255,203
1,198,118,208,68,208,84,224,203
1,198,118,208,87,276,87,224,31
1,198,118,208,87,276,87,224,203
1,198,118,208,87,276,87,255,31
1,198,118,208,87,276,87,255,203
1,198,118,208,87,276,122,224,31
2,198,118,208,87,276,122,224,203
1,198,118,208,87,276,122,255,31
2,198,118,208,87,276,122,255,203
1,198,118,208,87,276,183,224,31
3,198,118,208,87,276,183,224,203
1,198,118,208,87,276,183,255,31
3,198,118,208,87,276,183,255,203
1,198,118,208,87,286,87,224,31
1,198,118,208,87,286,87,224,203
1,198,118,208,87,286,87,255,31
1,198,118,208,87,286,87,255,203
1,198,118,208,87,286,122,224,31
2,198,118,208,87,286,122,224,203
1,198,118,208,87,286,122,255,31
2,198,118,208,87,286,122,255,203
1,198,118,208,87,286,183,224,31
2,198,118,208,87,286,183,224,203
1,198,118,208,87,286,183,255,31
2,198,118,208,87,286,183,255,203
1,198,118,208,92,200,133,255,306
1,198,118,208,93,208,163,255,218
1,198,118,208,136,187,84,255,31
1,198,118,208,136,200,67,224,167
1,198,118,208,188,292,216,255,167
1,198,118,208,190,273,67,224,167
